Tue Oct 30 13:13:35 2018       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 396.44                 Driver Version: 396.44                    |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla K80           On   | 00000000:04:00.0 Off |                    0 |
| N/A   41C    P0    68W / 149W |   2951MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   1  Tesla K80           On   | 00000000:05:00.0 Off |                    0 |
| N/A   40C    P8    31W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   2  Tesla K80           On   | 00000000:84:00.0 Off |                    0 |
| N/A   23C    P8    26W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   3  Tesla K80           On   | 00000000:85:00.0 Off |                    0 |
| N/A   30C    P8    29W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|    0     25640      C   julia                                       2940MiB |
+-----------------------------------------------------------------------------+
/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
bp_deepsets
standard
500
4
0
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
4
-1
0
Loading MA2 model
load data
 38.801878 seconds (189.78 M allocations: 14.404 GiB, 6.61% gc time)
Epoch 372, current loss (training) 0.0365, current loss (val) 0.0444
Epoch 373, current loss (training) 0.0370, current loss (val) 0.0446
Epoch 374, current loss (training) 0.0372, current loss (val) 0.0449
Epoch 375, current loss (training) 0.0374, current loss (val) 0.0442
Epoch 376, current loss (training) 0.0364, current loss (val) 0.0444
Epoch 377, current loss (training) 0.0371, current loss (val) 0.0443
Epoch 378, current loss (training) 0.0362, current loss (val) 0.0441
Epoch 379, current loss (training) 0.0367, current loss (val) 0.0444
Epoch 380, current loss (training) 0.0361, current loss (val) 0.0443
Epoch 381, current loss (training) 0.0368, current loss (val) 0.0441
Epoch 382, current loss (training) 0.0364, current loss (val) 0.0445
Epoch 383, current loss (training) 0.0377, current loss (val) 0.0446
Epoch 384, current loss (training) 0.0362, current loss (val) 0.0446
Epoch 385, current loss (training) 0.0362, current loss (val) 0.0448
Epoch 386, current loss (training) 0.0347, current loss (val) 0.0440
Epoch 387, current loss (training) 0.0367, current loss (val) 0.0439
Epoch 388, current loss (training) 0.0361, current loss (val) 0.0443
Epoch 389, current loss (training) 0.0358, current loss (val) 0.0440
Epoch 390, current loss (training) 0.0360, current loss (val) 0.0442
Epoch 391, current loss (training) 0.0358, current loss (val) 0.0439
Epoch 392, current loss (training) 0.0369, current loss (val) 0.0443
Epoch 393, current loss (training) 0.0359, current loss (val) 0.0440
Epoch 394, current loss (training) 0.0349, current loss (val) 0.0439
Epoch 395, current loss (training) 0.0374, current loss (val) 0.0439
Epoch 396, current loss (training) 0.0345, current loss (val) 0.0439
Epoch 397, current loss (training) 0.0357, current loss (val) 0.0440
Epoch 398, current loss (training) 0.0356, current loss (val) 0.0438
Epoch 399, current loss (training) 0.0347, current loss (val) 0.0439
Epoch 400, current loss (training) 0.0355, current loss (val) 0.0436
Epoch 401, current loss (training) 0.0353, current loss (val) 0.0439
Epoch 402, current loss (training) 0.0356, current loss (val) 0.0440
Epoch 403, current loss (training) 0.0348, current loss (val) 0.0438
Epoch 404, current loss (training) 0.0349, current loss (val) 0.0438
Epoch 405, current loss (training) 0.0362, current loss (val) 0.0436
Epoch 406, current loss (training) 0.0352, current loss (val) 0.0435
Epoch 407, current loss (training) 0.0358, current loss (val) 0.0440
Epoch 408, current loss (training) 0.0350, current loss (val) 0.0440
Epoch 409, current loss (training) 0.0351, current loss (val) 0.0437
Epoch 410, current loss (training) 0.0354, current loss (val) 0.0438
Epoch 411, current loss (training) 0.0354, current loss (val) 0.0435
Epoch 412, current loss (training) 0.0346, current loss (val) 0.0437
Epoch 413, current loss (training) 0.0364, current loss (val) 0.0435
Epoch 414, current loss (training) 0.0347, current loss (val) 0.0436
Epoch 415, current loss (training) 0.0359, current loss (val) 0.0441
Epoch 416, current loss (training) 0.0345, current loss (val) 0.0434
Epoch 417, current loss (training) 0.0345, current loss (val) 0.0438
Epoch 418, current loss (training) 0.0342, current loss (val) 0.0436
Epoch 419, current loss (training) 0.0348, current loss (val) 0.0436
Epoch 420, current loss (training) 0.0351, current loss (val) 0.0434
Epoch 421, current loss (training) 0.0346, current loss (val) 0.0433
Epoch 422, current loss (training) 0.0348, current loss (val) 0.0434
Epoch 423, current loss (training) 0.0341, current loss (val) 0.0434
Epoch 424, current loss (training) 0.0348, current loss (val) 0.0438
Epoch 425, current loss (training) 0.0349, current loss (val) 0.0435
Epoch 426, current loss (training) 0.0344, current loss (val) 0.0442
Epoch 427, current loss (training) 0.0345, current loss (val) 0.0435
Epoch 428, current loss (training) 0.0346, current loss (val) 0.0436
Epoch 429, current loss (training) 0.0352, current loss (val) 0.0436
Epoch 430, current loss (training) 0.0340, current loss (val) 0.0441
Epoch 431, current loss (training) 0.0345, current loss (val) 0.0434
Epoch 432, current loss (training) 0.0343, current loss (val) 0.0434
Epoch 433, current loss (training) 0.0344, current loss (val) 0.0432
Epoch 434, current loss (training) 0.0353, current loss (val) 0.0434
Epoch 435, current loss (training) 0.0351, current loss (val) 0.0435
Epoch 436, current loss (training) 0.0346, current loss (val) 0.0435
Epoch 437, current loss (training) 0.0343, current loss (val) 0.0434
Epoch 438, current loss (training) 0.0335, current loss (val) 0.0431
Epoch 439, current loss (training) 0.0339, current loss (val) 0.0434
Epoch 440, current loss (training) 0.0347, current loss (val) 0.0437
Epoch 441, current loss (training) 0.0341, current loss (val) 0.0435
Epoch 442, current loss (training) 0.0334, current loss (val) 0.0430
Epoch 443, current loss (training) 0.0343, current loss (val) 0.0433
Epoch 444, current loss (training) 0.0335, current loss (val) 0.0431
Epoch 445, current loss (training) 0.0338, current loss (val) 0.0433
Epoch 446, current loss (training) 0.0344, current loss (val) 0.0431
Epoch 447, current loss (training) 0.0342, current loss (val) 0.0431
Epoch 448, current loss (training) 0.0343, current loss (val) 0.0435
Epoch 449, current loss (training) 0.0347, current loss (val) 0.0432
Epoch 450, current loss (training) 0.0341, current loss (val) 0.0431
Epoch 451, current loss (training) 0.0335, current loss (val) 0.0434
Epoch 452, current loss (training) 0.0333, current loss (val) 0.0430
Epoch 453, current loss (training) 0.0344, current loss (val) 0.0428
Epoch 454, current loss (training) 0.0341, current loss (val) 0.0428
Epoch 455, current loss (training) 0.0338, current loss (val) 0.0429
Epoch 456, current loss (training) 0.0341, current loss (val) 0.0433
Epoch 457, current loss (training) 0.0330, current loss (val) 0.0428
Epoch 458, current loss (training) 0.0348, current loss (val) 0.0430
Epoch 459, current loss (training) 0.0323, current loss (val) 0.0430
Epoch 460, current loss (training) 0.0336, current loss (val) 0.0432
Epoch 461, current loss (training) 0.0339, current loss (val) 0.0431
Epoch 462, current loss (training) 0.0332, current loss (val) 0.0427
Epoch 463, current loss (training) 0.0342, current loss (val) 0.0437
Epoch 464, current loss (training) 0.0343, current loss (val) 0.0428
Epoch 465, current loss (training) 0.0344, current loss (val) 0.0431
Epoch 466, current loss (training) 0.0335, current loss (val) 0.0436
Epoch 467, current loss (training) 0.0334, current loss (val) 0.0428
Epoch 468, current loss (training) 0.0341, current loss (val) 0.0427
Epoch 469, current loss (training) 0.0335, current loss (val) 0.0430
Epoch 470, current loss (training) 0.0329, current loss (val) 0.0430
Epoch 471, current loss (training) 0.0340, current loss (val) 0.0429
Epoch 472, current loss (training) 0.0329, current loss (val) 0.0430
Epoch 473, current loss (training) 0.0327, current loss (val) 0.0429
Epoch 474, current loss (training) 0.0325, current loss (val) 0.0432
Epoch 475, current loss (training) 0.0332, current loss (val) 0.0427
Epoch 476, current loss (training) 0.0335, current loss (val) 0.0430
Epoch 477, current loss (training) 0.0339, current loss (val) 0.0427
Epoch 478, current loss (training) 0.0356, current loss (val) 0.0446
Epoch 479, current loss (training) 0.0333, current loss (val) 0.0426
Epoch 480, current loss (training) 0.0344, current loss (val) 0.0430
Epoch 481, current loss (training) 0.0332, current loss (val) 0.0428
Epoch 482, current loss (training) 0.0336, current loss (val) 0.0427
Epoch 483, current loss (training) 0.0333, current loss (val) 0.0429
Epoch 484, current loss (training) 0.0334, current loss (val) 0.0427
Epoch 485, current loss (training) 0.0335, current loss (val) 0.0428
Epoch 486, current loss (training) 0.0339, current loss (val) 0.0426
Epoch 487, current loss (training) 0.0336, current loss (val) 0.0426
Epoch 488, current loss (training) 0.0325, current loss (val) 0.0428
Epoch 489, current loss (training) 0.0322, current loss (val) 0.0432
Epoch 490, current loss (training) 0.0330, current loss (val) 0.0427
Epoch 491, current loss (training) 0.0328, current loss (val) 0.0425
Epoch 492, current loss (training) 0.0321, current loss (val) 0.0425
Epoch 493, current loss (training) 0.0333, current loss (val) 0.0427
Epoch 494, current loss (training) 0.0330, current loss (val) 0.0427
Epoch 495, current loss (training) 0.0333, current loss (val) 0.0435
Epoch 496, current loss (training) 0.0324, current loss (val) 0.0425
Epoch 497, current loss (training) 0.0330, current loss (val) 0.0428
Epoch 498, current loss (training) 0.0330, current loss (val) 0.0425
Epoch 499, current loss (training) 0.0331, current loss (val) 0.0432
Epoch 500, current loss (training) 0.0327, current loss (val) 0.0428
run_time_first_training_cycle:  1107.91 

Epochs 500, batch size, 200
Nbr training obs 1000, nbr parameters 10922, obs/parameters 0.09

Starting abc-rs
Percentage done:  2.00 %
Percentage done:  4.00 %
Percentage done:  6.00 %
Percentage done:  8.00 %
Percentage done:  10.00 %
Percentage done:  12.00 %
Percentage done:  14.00 %
Percentage done:  16.00 %
Percentage done:  18.00 %
Percentage done:  20.00 %
Percentage done:  22.00 %
Percentage done:  24.00 %
Percentage done:  26.00 %
Percentage done:  28.00 %
Percentage done:  30.00 %
Percentage done:  32.00 %
Percentage done:  34.00 %
Percentage done:  36.00 %
Percentage done:  38.00 %
Percentage done:  40.00 %
Percentage done:  42.00 %
Percentage done:  44.00 %
Percentage done:  46.00 %
Percentage done:  48.00 %
Percentage done:  50.00 %
Percentage done:  52.00 %
Percentage done:  54.00 %
Percentage done:  56.00 %
Percentage done:  58.00 %
Percentage done:  60.00 %
Percentage done:  62.00 %
Percentage done:  64.00 %
Percentage done:  66.00 %
Percentage done:  68.00 %
Percentage done:  70.00 %
Percentage done:  72.00 %
Percentage done:  74.00 %
Percentage done:  76.00 %
Percentage done:  78.00 %
Percentage done:  80.00 %
Percentage done:  82.00 %
Percentage done:  84.00 %
Percentage done:  86.00 %
Percentage done:  88.00 %
Percentage done:  90.00 %
Percentage done:  92.00 %
Percentage done:  94.00 %
Percentage done:  96.00 %
Percentage done:  98.00 %
Percentage done:  100.00 %
Ending abc-rs
120.461535 seconds (23.87 M allocations: 57.403 GiB, 3.41% gc time)
end script
Round:1
Round:3
Starting abc-rs
Percentage done:  2.00 %
Percentage done:  4.00 %
Percentage done:  6.00 %
Percentage done:  8.00 %
Percentage done:  10.00 %
Percentage done:  12.00 %
Percentage done:  14.00 %
Percentage done:  16.00 %
Percentage done:  18.00 %
Percentage done:  20.00 %
Percentage done:  22.00 %
Percentage done:  24.00 %
Percentage done:  26.00 %
Percentage done:  28.00 %
Percentage done:  30.00 %
Percentage done:  32.00 %
Percentage done:  34.00 %
Percentage done:  36.00 %
Percentage done:  38.00 %
Percentage done:  40.00 %
Percentage done:  42.00 %
Percentage done:  44.00 %
Percentage done:  46.00 %
Percentage done:  48.00 %
Percentage done:  50.00 %
Percentage done:  52.00 %
Percentage done:  54.00 %
Percentage done:  56.00 %
Percentage done:  58.00 %
Percentage done:  60.00 %
Percentage done:  62.00 %
Percentage done:  64.00 %
Percentage done:  66.00 %
Percentage done:  68.00 %
Percentage done:  70.00 %
Percentage done:  72.00 %
Percentage done:  74.00 %
Percentage done:  76.00 %
Percentage done:  78.00 %
Percentage done:  80.00 %
Percentage done:  82.00 %
Percentage done:  84.00 %
Percentage done:  86.00 %
Percentage done:  88.00 %
Percentage done:  90.00 %
Percentage done:  92.00 %
Percentage done:  94.00 %
Percentage done:  96.00 %
Percentage done:  98.00 %
Percentage done:  100.00 %
Ending abc-rs
120.193875 seconds (23.00 M allocations: 57.362 GiB, 3.46% gc time)
Round:5
Starting abc-rs
Percentage done:  2.00 %
Percentage done:  4.00 %
Percentage done:  6.00 %
Percentage done:  8.00 %
Percentage done:  10.00 %
Percentage done:  12.00 %
Percentage done:  14.00 %
Percentage done:  16.00 %
Percentage done:  18.00 %
Percentage done:  20.00 %
Percentage done:  22.00 %
Percentage done:  24.00 %
Percentage done:  26.00 %
Percentage done:  28.00 %
Percentage done:  30.00 %
Percentage done:  32.00 %
Percentage done:  34.00 %
Percentage done:  36.00 %
Percentage done:  38.00 %
Percentage done:  40.00 %
Percentage done:  42.00 %
Percentage done:  44.00 %
Percentage done:  46.00 %
Percentage done:  48.00 %
Percentage done:  50.00 %
Percentage done:  52.00 %
Percentage done:  54.00 %
Percentage done:  56.00 %
Percentage done:  58.00 %
Percentage done:  60.00 %
Percentage done:  62.00 %
Percentage done:  64.00 %
Percentage done:  66.00 %
Percentage done:  68.00 %
Percentage done:  70.00 %
Percentage done:  72.00 %
Percentage done:  74.00 %
Percentage done:  76.00 %
Percentage done:  78.00 %
Percentage done:  80.00 %
Percentage done:  82.00 %
Percentage done:  84.00 %
Percentage done:  86.00 %
Percentage done:  88.00 %
Percentage done:  90.00 %
Percentage done:  92.00 %
Percentage done:  94.00 %
Percentage done:  96.00 %
Percentage done:  98.00 %
Percentage done:  100.00 %
Ending abc-rs
120.413793 seconds (23.00 M allocations: 57.362 GiB, 3.40% gc time)
Round:7
Starting abc-rs
Percentage done:  2.00 %
Percentage done:  4.00 %
Percentage done:  6.00 %
Percentage done:  8.00 %
Percentage done:  10.00 %
Percentage done:  12.00 %
Percentage done:  14.00 %
Percentage done:  16.00 %
Percentage done:  18.00 %
Percentage done:  20.00 %
Percentage done:  22.00 %
Percentage done:  24.00 %
Percentage done:  26.00 %
Percentage done:  28.00 %
Percentage done:  30.00 %
Percentage done:  32.00 %
Percentage done:  34.00 %
Percentage done:  36.00 %
Percentage done:  38.00 %
Percentage done:  40.00 %
Percentage done:  42.00 %
Percentage done:  44.00 %
Percentage done:  46.00 %
Percentage done:  48.00 %
Percentage done:  50.00 %
Percentage done:  52.00 %
Percentage done:  54.00 %
Percentage done:  56.00 %
Percentage done:  58.00 %
Percentage done:  60.00 %
Percentage done:  62.00 %
Percentage done:  64.00 %
Percentage done:  66.00 %
Percentage done:  68.00 %
Percentage done:  70.00 %
Percentage done:  72.00 %
Percentage done:  74.00 %
Percentage done:  76.00 %
Percentage done:  78.00 %
Percentage done:  80.00 %
Percentage done:  82.00 %
Percentage done:  84.00 %
Percentage done:  86.00 %
Percentage done:  88.00 %
Percentage done:  90.00 %
Percentage done:  92.00 %
Percentage done:  94.00 %
Percentage done:  96.00 %
Percentage done:  98.00 %
Percentage done:  100.00 %
Ending abc-rs
120.235923 seconds (23.00 M allocations: 57.362 GiB, 3.42% gc time)
Round:9
Starting abc-rs
Percentage done:  2.00 %
Percentage done:  4.00 %
Percentage done:  6.00 %
Percentage done:  8.00 %
Percentage done:  10.00 %
Percentage done:  12.00 %
Percentage done:  14.00 %
Percentage done:  16.00 %
Percentage done:  18.00 %
Percentage done:  20.00 %
Percentage done:  22.00 %
Percentage done:  24.00 %
Percentage done:  26.00 %
Percentage done:  28.00 %
Percentage done:  30.00 %
Percentage done:  32.00 %
Percentage done:  34.00 %
Percentage done:  36.00 %
Percentage done:  38.00 %
Percentage done:  40.00 %
Percentage done:  42.00 %
Percentage done:  44.00 %
Percentage done:  46.00 %
Percentage done:  48.00 %
Percentage done:  50.00 %
Percentage done:  52.00 %
Percentage done:  54.00 %
Percentage done:  56.00 %
Percentage done:  58.00 %
Percentage done:  60.00 %
Percentage done:  62.00 %
Percentage done:  64.00 %
Percentage done:  66.00 %
Percentage done:  68.00 %
Percentage done:  70.00 %
Percentage done:  72.00 %
Percentage done:  74.00 %
Percentage done:  76.00 %
Percentage done:  78.00 %
Percentage done:  80.00 %
Percentage done:  82.00 %
Percentage done:  84.00 %
Percentage done:  86.00 %
Percentage done:  88.00 %
Percentage done:  90.00 %
Percentage done:  92.00 %
Percentage done:  94.00 %
Percentage done:  96.00 %
Percentage done:  98.00 %
Percentage done:  100.00 %
Ending abc-rs
120.027278 seconds (23.00 M allocations: 57.362 GiB, 3.43% gc time)
Round:11
Starting abc-rs
Percentage done:  2.00 %
Percentage done:  4.00 %
Percentage done:  6.00 %
Percentage done:  8.00 %
Percentage done:  10.00 %
Percentage done:  12.00 %
Percentage done:  14.00 %
Percentage done:  16.00 %
Percentage done:  18.00 %
Percentage done:  20.00 %
Percentage done:  22.00 %
Percentage done:  24.00 %
Percentage done:  26.00 %
Percentage done:  28.00 %
Percentage done:  30.00 %
Percentage done:  32.00 %
Percentage done:  34.00 %
Percentage done:  36.00 %
Percentage done:  38.00 %
Percentage done:  40.00 %
Percentage done:  42.00 %
Percentage done:  44.00 %
Percentage done:  46.00 %
Percentage done:  48.00 %
Percentage done:  50.00 %
Percentage done:  52.00 %
Percentage done:  54.00 %
Percentage done:  56.00 %
Percentage done:  58.00 %
Percentage done:  60.00 %
Percentage done:  62.00 %
Percentage done:  64.00 %
Percentage done:  66.00 %
Percentage done:  68.00 %
Percentage done:  70.00 %
Percentage done:  72.00 %
Percentage done:  74.00 %
Percentage done:  76.00 %
Percentage done:  78.00 %
Percentage done:  80.00 %
Percentage done:  82.00 %
Percentage done:  84.00 %
Percentage done:  86.00 %
Percentage done:  88.00 %
Percentage done:  90.00 %
Percentage done:  92.00 %
Percentage done:  94.00 %
Percentage done:  96.00 %
Percentage done:  98.00 %
Percentage done:  100.00 %
Ending abc-rs
120.334507 seconds (23.00 M allocations: 57.362 GiB, 3.41% gc time)
Round:13
Starting abc-rs
Percentage done:  2.00 %
Percentage done:  4.00 %
Percentage done:  6.00 %
Percentage done:  8.00 %
Percentage done:  10.00 %
Percentage done:  12.00 %
Percentage done:  14.00 %
Percentage done:  16.00 %
Percentage done:  18.00 %
Percentage done:  20.00 %
Percentage done:  22.00 %
Percentage done:  24.00 %
Percentage done:  26.00 %
Percentage done:  28.00 %
Percentage done:  30.00 %
Percentage done:  32.00 %
Percentage done:  34.00 %
Percentage done:  36.00 %
Percentage done:  38.00 %
Percentage done:  40.00 %
Percentage done:  42.00 %
Percentage done:  44.00 %
Percentage done:  46.00 %
Percentage done:  48.00 %
Percentage done:  50.00 %
Percentage done:  52.00 %
Percentage done:  54.00 %
Percentage done:  56.00 %
Percentage done:  58.00 %
Percentage done:  60.00 %
Percentage done:  62.00 %
Percentage done:  64.00 %
Percentage done:  66.00 %
Percentage done:  68.00 %
Percentage done:  70.00 %
Percentage done:  72.00 %
Percentage done:  74.00 %
Percentage done:  76.00 %
Percentage done:  78.00 %
Percentage done:  80.00 %
Percentage done:  82.00 %
Percentage done:  84.00 %
Percentage done:  86.00 %
Percentage done:  88.00 %
Percentage done:  90.00 %
Percentage done:  92.00 %
Percentage done:  94.00 %
Percentage done:  96.00 %
Percentage done:  98.00 %
Percentage done:  100.00 %
Ending abc-rs
121.526555 seconds (23.00 M allocations: 57.362 GiB, 3.42% gc time)
Round:15
Starting abc-rs
Percentage done:  2.00 %
Percentage done:  4.00 %
Percentage done:  6.00 %
Percentage done:  8.00 %
Percentage done:  10.00 %
Percentage done:  12.00 %
Percentage done:  14.00 %
Percentage done:  16.00 %
Percentage done:  18.00 %
Percentage done:  20.00 %
Percentage done:  22.00 %
Percentage done:  24.00 %
Percentage done:  26.00 %
Percentage done:  28.00 %
Percentage done:  30.00 %
Percentage done:  32.00 %
Percentage done:  34.00 %
Percentage done:  36.00 %
Percentage done:  38.00 %
Percentage done:  40.00 %
Percentage done:  42.00 %
Percentage done:  44.00 %
Percentage done:  46.00 %
Percentage done:  48.00 %
Percentage done:  50.00 %
Percentage done:  52.00 %
Percentage done:  54.00 %
Percentage done:  56.00 %
Percentage done:  58.00 %
Percentage done:  60.00 %
Percentage done:  62.00 %
Percentage done:  64.00 %
Percentage done:  66.00 %
Percentage done:  68.00 %
Percentage done:  70.00 %
Percentage done:  72.00 %
Percentage done:  74.00 %
Percentage done:  76.00 %
Percentage done:  78.00 %
Percentage done:  80.00 %
Percentage done:  82.00 %
Percentage done:  84.00 %
Percentage done:  86.00 %
Percentage done:  88.00 %
Percentage done:  90.00 %
Percentage done:  92.00 %
Percentage done:  94.00 %
Percentage done:  96.00 %
Percentage done:  98.00 %
Percentage done:  100.00 %
Ending abc-rs
123.355547 seconds (23.00 M allocations: 57.362 GiB, 3.41% gc time)
Round:17
Starting abc-rs
Percentage done:  2.00 %
Percentage done:  4.00 %
Percentage done:  6.00 %
Percentage done:  8.00 %
Percentage done:  10.00 %
Percentage done:  12.00 %
Percentage done:  14.00 %
Percentage done:  16.00 %
Percentage done:  18.00 %
Percentage done:  20.00 %
Percentage done:  22.00 %
Percentage done:  24.00 %
Percentage done:  26.00 %
Percentage done:  28.00 %
Percentage done:  30.00 %
Percentage done:  32.00 %
Percentage done:  34.00 %
Percentage done:  36.00 %
Percentage done:  38.00 %
Percentage done:  40.00 %
Percentage done:  42.00 %
Percentage done:  44.00 %
Percentage done:  46.00 %
Percentage done:  48.00 %
Percentage done:  50.00 %
Percentage done:  52.00 %
Percentage done:  54.00 %
Percentage done:  56.00 %
Percentage done:  58.00 %
Percentage done:  60.00 %
Percentage done:  62.00 %
Percentage done:  64.00 %
Percentage done:  66.00 %
Percentage done:  68.00 %
Percentage done:  70.00 %
Percentage done:  72.00 %
Percentage done:  74.00 %
Percentage done:  76.00 %
Percentage done:  78.00 %
Percentage done:  80.00 %
Percentage done:  82.00 %
Percentage done:  84.00 %
Percentage done:  86.00 %
Percentage done:  88.00 %
Percentage done:  90.00 %
Percentage done:  92.00 %
Percentage done:  94.00 %
Percentage done:  96.00 %
Percentage done:  98.00 %
Percentage done:  100.00 %
Ending abc-rs
124.692678 seconds (23.00 M allocations: 57.362 GiB, 3.18% gc time)
Round:19
Starting abc-rs
Percentage done:  2.00 %
Percentage done:  4.00 %
Percentage done:  6.00 %
Percentage done:  8.00 %
Percentage done:  10.00 %
Percentage done:  12.00 %
Percentage done:  14.00 %
Percentage done:  16.00 %
Percentage done:  18.00 %
Percentage done:  20.00 %
Percentage done:  22.00 %
Percentage done:  24.00 %
Percentage done:  26.00 %
Percentage done:  28.00 %
Percentage done:  30.00 %
Percentage done:  32.00 %
Percentage done:  34.00 %
Percentage done:  36.00 %
Percentage done:  38.00 %
Percentage done:  40.00 %
Percentage done:  42.00 %
Percentage done:  44.00 %
Percentage done:  46.00 %
Percentage done:  48.00 %
Percentage done:  50.00 %
Percentage done:  52.00 %
Percentage done:  54.00 %
Percentage done:  56.00 %
Percentage done:  58.00 %
Percentage done:  60.00 %
Percentage done:  62.00 %
Percentage done:  64.00 %
Percentage done:  66.00 %
Percentage done:  68.00 %
Percentage done:  70.00 %
Percentage done:  72.00 %
Percentage done:  74.00 %
Percentage done:  76.00 %
Percentage done:  78.00 %
Percentage done:  80.00 %
Percentage done:  82.00 %
Percentage done:  84.00 %
Percentage done:  86.00 %
Percentage done:  88.00 %
Percentage done:  90.00 %
Percentage done:  92.00 %
Percentage done:  94.00 %
Percentage done:  96.00 %
Percentage done:  98.00 %
Percentage done:  100.00 %
Ending abc-rs
122.235107 seconds (23.00 M allocations: 57.362 GiB, 3.24% gc time)
Round:21
Starting abc-rs
Percentage done:  2.00 %
Percentage done:  4.00 %
Percentage done:  6.00 %
Percentage done:  8.00 %
Percentage done:  10.00 %
Percentage done:  12.00 %
Percentage done:  14.00 %
Percentage done:  16.00 %
Percentage done:  18.00 %
Percentage done:  20.00 %
Percentage done:  22.00 %
Percentage done:  24.00 %
Percentage done:  26.00 %
Percentage done:  28.00 %
Percentage done:  30.00 %
Percentage done:  32.00 %
Percentage done:  34.00 %
Percentage done:  36.00 %
Percentage done:  38.00 %
Percentage done:  40.00 %
Percentage done:  42.00 %
Percentage done:  44.00 %
Percentage done:  46.00 %
Percentage done:  48.00 %
Percentage done:  50.00 %
Percentage done:  52.00 %
Percentage done:  54.00 %
Percentage done:  56.00 %
Percentage done:  58.00 %
Percentage done:  60.00 %
Percentage done:  62.00 %
Percentage done:  64.00 %
Percentage done:  66.00 %
Percentage done:  68.00 %
Percentage done:  70.00 %
Percentage done:  72.00 %
Percentage done:  74.00 %
Percentage done:  76.00 %
Percentage done:  78.00 %
Percentage done:  80.00 %
Percentage done:  82.00 %
Percentage done:  84.00 %
Percentage done:  86.00 %
Percentage done:  88.00 %
Percentage done:  90.00 %
Percentage done:  92.00 %
Percentage done:  94.00 %
Percentage done:  96.00 %
Percentage done:  98.00 %
Percentage done:  100.00 %
Ending abc-rs
125.196891 seconds (23.00 M allocations: 57.362 GiB, 3.23% gc time)
Round:23
Starting abc-rs
Percentage done:  2.00 %
Percentage done:  4.00 %
Percentage done:  6.00 %
Percentage done:  8.00 %
Percentage done:  10.00 %
Percentage done:  12.00 %
Percentage done:  14.00 %
Percentage done:  16.00 %
Percentage done:  18.00 %
Percentage done:  20.00 %
Percentage done:  22.00 %
Percentage done:  24.00 %
Percentage done:  26.00 %
Percentage done:  28.00 %
Percentage done:  30.00 %
Percentage done:  32.00 %
Percentage done:  34.00 %
Percentage done:  36.00 %
Percentage done:  38.00 %
Percentage done:  40.00 %
Percentage done:  42.00 %
Percentage done:  44.00 %
Percentage done:  46.00 %
Percentage done:  48.00 %
Percentage done:  50.00 %
Percentage done:  52.00 %
Percentage done:  54.00 %
Percentage done:  56.00 %
Percentage done:  58.00 %
Percentage done:  60.00 %
Percentage done:  62.00 %
Percentage done:  64.00 %
Percentage done:  66.00 %
Percentage done:  68.00 %
Percentage done:  70.00 %
Percentage done:  72.00 %
Percentage done:  74.00 %
Percentage done:  76.00 %
Percentage done:  78.00 %
Percentage done:  80.00 %
Percentage done:  82.00 %
Percentage done:  84.00 %
Percentage done:  86.00 %
Percentage done:  88.00 %
Percentage done:  90.00 %
Percentage done:  92.00 %
Percentage done:  94.00 %
Percentage done:  96.00 %
Percentage done:  98.00 %
Percentage done:  100.00 %
Ending abc-rs
123.775356 seconds (23.00 M allocations: 57.362 GiB, 3.21% gc time)
Round:25
Starting abc-rs
Percentage done:  2.00 %
Percentage done:  4.00 %
Percentage done:  6.00 %
Percentage done:  8.00 %
Percentage done:  10.00 %
Percentage done:  12.00 %
Percentage done:  14.00 %
Percentage done:  16.00 %
Percentage done:  18.00 %
Percentage done:  20.00 %
Percentage done:  22.00 %
Percentage done:  24.00 %
Percentage done:  26.00 %
Percentage done:  28.00 %
Percentage done:  30.00 %
Percentage done:  32.00 %
Percentage done:  34.00 %
Percentage done:  36.00 %
Percentage done:  38.00 %
